climber,ascent_date,suggested_grade,route,official_grade,parsed_dates,climbing_style,weight,date,year,official_grade_consistent
Alex Megos,May 2013,,Das Pumpenhausen,8b,19-05-2013,Boulder,worked,2013-05-19,2013.0,8b
Simon Lee,16th Jun 2024,,Daydream,e6,16-06-2024,Lead,worked,2024-06-16,2024.0,7b+
Molly Thompson-Smith,May 2017,,Dead Cant Dance,8a,19-05-2017,Boulder,worked,2017-05-19,2017.0,8a
Katie Lamb,15th Sep 2023,,Deadlift,8b+,15-09-2023,Boulder,worked,2023-09-15,2023.0,8b+
Wolfgang Güllich,1986,,Dead Line,8b,19-11-1986,Lead,worked,1986-11-19,1986.0,8b
Dave Birkett,26th Apr 2003,,Death Arete,e8,26-04-2003,Lead,worked,2003-04-26,2003.0,8a+
Kai Lightner,29th Feb 2024,,Death Of Villains,9a+,29-02-2024,Lead,worked,2024-02-29,2024.0,9a+
Matt Fultz,29th Aug 2024,,Deaths End,8c,29-08-2024,Boulder,worked,2024-08-29,2024.0,8c
Anak Verhoeven,15th Oct 2023,9a+,De Battre Mon Coeur Sest Arrêt,9a,15-10-2023,Lead,worked,2023-10-15,2023.0,9a
Näilé Meignan,Oct 2023,,Déclac,8c+,19-10-2023,Lead,worked,2023-10-19,2023.0,8c+
Dan Varian,Mar 2016,,Deep Space Jam,8b,19-03-2016,Boulder,worked,2016-03-19,2016.0,8b
Austin Purdy,1st May 2024,,Deep Throat,8b,01-05-2024,Boulder,flash,2024-01-05,2024.0,8b
Dani Andrada,13th Sep 2008,,Delincuente Natural (extension),9b,13-09-2008,Lead,worked,2008-09-13,2008.0,9b
Adam Ondra,31st May 2012,,Deltaplane Man Direct,8c+,31-05-2012,Lead,onsight,2012-05-31,2012.0,8c+
Julian Lines,24th Apr 2010,,Demerara,e6,24-04-2010,Solo,worked,2010-04-24,2010.0,7b+
Richard Broomhead,17th Oct 1985,,Demonic Arete,e1,17-10-1985,Solo,,1985-10-17,1985.0,5c
Peter Harding,1949,,Demon Rib,e3,19-11-1949,Lead,worked,1949-11-19,1949.0,6b+
Arthur Dolphin,1940,,Demon Wall,hvs,19-11-1940,Lead,,1940-11-19,1940.0,5b
Holly Murray,16th Jan 2022,,Demon Wall Roof Left Hand,7c,16-01-2022,Boulder,worked,2022-01-16,2022.0,7c
Kim Carrigan,,,Denim,7b+,,Lead,worked,,,7b+
Will Bosi,Sep 2024,,Dente De Tubarão,8b,19-09-2024,Boulder,worked,2024-09-19,2024.0,8b
Will Bosi,Sep 2024,,Dente De Tubarão Low,8b+,19-09-2024,Boulder,worked,2024-09-19,2024.0,8b+
Stevie Haston,2009,,Descente Lolita,9a,19-11-2009,Lead,worked,2009-11-19,2009.0,9a
Dave Sutcliffe,2012,,Detachment Theory,e8,19-11-2012,Lead,worked,2012-11-19,2012.0,8a+
Emma Twyford,7th May 2023,,Deux Mauvais Melons,8b+,07-05-2023,Lead,worked,2023-07-05,2023.0,8b+
Dave Redpath,May 2010,,Devastation Generation,8c,19-05-2010,Lead,worked,2010-05-19,2010.0,8c
James Pearson,2014,,Deverse Royale,8c+,19-11-2014,Lead,worked,2014-11-19,2014.0,8c+
Erwan Legrand,2022,,Dévers Sévère,8c+,19-11-2022,Lead,worked,2022-11-19,2022.0,8c+
Ruth Jenkins,1st Sep 1995,,De Vine,8a,01-09-1995,Lead,worked,1995-01-09,1995.0,8a
Dave McLoughlin,3rd May 2013,,Devolution Into Waddage,8c,03-05-2013,Lead,worked,2013-03-05,2013.0,8c
Craig Devonshire,May 1997,,Devonshire Arms,8b,19-05-1997,Lead,worked,1997-05-19,1997.0,8b
James Squire,9th Feb 2018,,Dexter,8b,09-02-2018,Boulder,worked,2018-09-02,2018.0,8b
Mark Pretty,9th Mar 1993,,Dialetics,8a+,09-03-1993,Lead,worked,1993-09-03,1993.0,8a+
Mark Edwards,1988,,Diamond Life,e7,19-11-1988,Lead,worked,1988-11-19,1988.0,7c+
Eric Hörst,1987,,Diamond Life,7c+,19-11-1987,Lead,worked,1987-11-19,1987.0,7c+
Dave Pegg,2nd Feb 1994,,Dick Van Dyke Goes Ballistic,e7,02-02-1994,Lead,worked,1994-02-02,1994.0,7c+
Tom Randall,15th Aug 2014,,Dina Crac,e9,15-08-2014,Lead,worked,2014-08-15,2014.0,8b
Joe Brown,19th Jun 1966,,Dinosaur,e5,19-06-1966,Lead,onsight,1966-06-19,1966.0,7a+
Daniel Woods,Jun 2019,,Direct Hit,8c,19-06-2019,Boulder,worked,2019-06-19,2019.0,8c
Sonnie Trotter,6th May 2008,,Direquiem,e10,06-05-2008,Lead,worked,2008-06-05,2008.0,8b+
Drew Ruana,16th Apr 2022,,Dire Wolf,8c,16-04-2022,Boulder,worked,2022-04-16,2022.0,8c
Adam Ondra,20th Jul 2018,9b (hard),Disbelief,9b,20-07-2018,Lead,worked,2018-07-20,2018.0,9b
Dan Varian,Sep 2024,,Disco Inferno,8a+,19-09-2024,Boulder,worked,2024-09-19,2024.0,8a+
Drew Ruana,Aug 2022,,Distortion,8c+,19-08-2022,Boulder,worked,2022-08-19,2022.0,8c+
Julian Lines,Jul 2005,,Diuru,e3,19-07-2005,Solo,onsight,2005-07-19,2005.0,6b+
Sébastien Bouin,26th Apr 2022,,Dna,9c,26-04-2022,Lead,worked,2022-04-26,2022.0,9c
John Arran,2001,,Doctor Dolittle,e10,19-11-2001,Lead,worked,2001-11-19,2001.0,8b+
Mark Edwards,1984,,Dog Town,e6,19-11-1984,Lead,,1984-11-19,1984.0,7b+
Natalie Berry,,,Dolce Vita,8a+,,Lead,worked,,,8a+
Ed Drummond,1985,,Don,e4,19-11-1985,Lead,,1985-11-19,1985.0,6c+
Hazel Findlay,22nd Nov 2020,8a+,Donkey Kong,8a+,22-11-2020,Lead,onsight,2020-11-22,2020.0,8a+
Stewart Watson,2012,,Don Pedro,8c+,19-11-2012,Lead,worked,2012-11-19,2012.0,8c+
Heinz Mariacher,1979,,Don Quixote,e2,19-11-1979,Lead,,1979-11-19,1979.0,6a+
Giuliano Cameroni,11th Feb 2022,8B+/8C,Dont Look Up,8b+,11-02-2022,Boulder,worked,2022-11-02,2022.0,8b+
Barnaby Ventham,15th Jan 2012,,Dont Pierdol,8a+,15-01-2012,Boulder,worked,2012-01-15,2012.0,8a+
Ed Drummond,5th Apr 1972,,Dont Slip,e5,05-04-1972,Lead,worked,1972-05-04,1972.0,7a+
Pete Robins,7th Jan 2005,,Do Or Dai,e7,07-01-2005,Lead,worked,2005-07-01,2005.0,7c+
Pete Robins,2011,,Dorsal Stream,8b,19-11-2011,Boulder,worked,2011-11-19,2011.0,8b
Jennifer Wood,12th May 2019,,Do The Lambrini,7b,12-05-2019,Boulder,worked,2019-12-05,2019.0,7b
John Gill,,,Double Clutch,6b,,Boulder,worked,,,6b
Johnny Dawes,1982,,Downhill Racer Direct,7a+,19-11-1982,Boulder,worked,1982-11-19,1982.0,7a+
Mike Lea,May 1999,,Dreadnought,e7,19-05-1999,Lead,worked,1999-05-19,1999.0,7c+
Glenda Huxter,13th May 1999,,Dream The Dhearg Goch,e6,13-05-1999,Lead,,1999-05-13,1999.0,7b+
Osian Parry,Oct 2023,,Dr. Grizzly Superdirect,8a,19-10-2023,Boulder,worked,2023-10-19,2023.0,8a
Tom de Gay,26th Mar 2000,,Drifter,e7,26-03-2000,Lead,worked,2000-03-26,2000.0,7c+
Reini Scherer,1991,,Dschungelfieber,8c+,19-11-1991,Lead,worked,1991-11-19,1991.0,8c+
Will Bosi,3rd Oct 2021,,Dulcifer,8a+,03-10-2021,Boulder,worked,2021-03-10,2021.0,8a+
Ian Vickers,,,Dyer Straits,e8,,Lead,worked,,,8a+
Drew Ruana,30th Mar 2021,,Dystopia,8c,30-03-2021,Boulder,worked,2021-03-30,2021.0,8c
Dan Turner,Sep 2021,,Earn Your Stripes,8a,19-09-2021,Boulder,worked,2021-09-19,2021.0,8a
Rachel Pearce,4th May 2022,,Easel Ee,e7,04-05-2022,Lead,worked,2022-04-05,2022.0,7c+
John Welford,27th Jun 1990,,Eat The Rich,7c,27-06-1990,Lead,worked,1990-06-27,1990.0,7c
Aidan Roberts,Jul 2020,,Ebbing The Flow,8b,19-07-2020,Boulder,worked,2020-07-19,2020.0,8b
John Cohee,22nd May 2021,8C,Ebony And Ivory,8c,22-05-2021,Boulder,worked,2021-05-22,2021.0,8c
Felix Wilkins,14th Oct 2023,,Egyptian Nights,8c+,14-10-2023,Lead,worked,2023-10-14,2023.0,8c+
Pete Whittaker,Aug 2023,,Eigerdosis,e10,19-08-2023,Lead,worked,2023-08-19,2023.0,8b+
Jerry Moffatt,1st Jan 1983,,Ekel,7c+,01-01-1983,Lead,worked,1983-01-01,1983.0,7c+
Ignacio Mulero,Feb 2023,,El Boulder Del Pedal,e10,19-02-2023,Lead,worked,2023-02-19,2023.0,8b+
Karin Magog,2012,,El Capataz Incapaz,8a,19-11-2012,Lead,onsight,2012-11-19,2012.0,8a
Freja Shannon,2022,,Electric Avenue,e8,19-11-2022,Lead,worked,2022-11-19,2022.0,8a+
Florian Wientjes,Nov 2022,,Elemental,8b,19-11-2022,Boulder,worked,2022-11-19,2022.0,8b
Alison Martindale,Jul 2010,,Elite Syncopations,8a,19-07-2010,Lead,worked,2010-07-19,2010.0,8a
Tom Bolger,Between 1st Jan 2024 and 13th Mar 2024,,E.l.l.i.e,9b,,Lead,worked,,,9b
Adam Ondra,12th Nov 2023,9a+/9b,El Maquinista,9a+,12-11-2023,Lead,worked,2023-12-11,2023.0,9a+
Jesse Dufton,2024,,El Matador,e3,19-11-2024,Lead,ground up,2024-11-19,2024.0,6b+
Will Bosi,11th Apr 2017,,El Món De Sofía,8b+,11-04-2017,Lead,flash,2017-11-04,2017.0,8b+
Pablo Zamora,May 2023,,El Proyecto De Tu Vida,8c,19-05-2023,Boulder,worked,2023-05-19,2023.0,8c
Nat Fenech,,,El Rompebragas,8a,,Lead,worked,,,8a
Alex Honnold,15th Jan 2014,,El Sendero Luminoso,7c,15-01-2014,Solo,worked,2014-01-15,2014.0,7c
Jesús Muñoz,15th Dec 2023,,El Sith Elegido,8c,15-12-2023,Boulder,worked,2023-12-15,2023.0,8c
Nalle Hukkataival,2021,,El Tippa Tapa,8c,19-11-2021,Deep Water Solo,worked,2021-11-19,2021.0,8c
Niall Grimes,1991,,Elvis,e3,19-11-1991,Deep Water Solo,,1991-11-19,1991.0,6b+
Rob Mirfin,Aug 2005,,El Zapatistas,8b,19-08-2005,Lead,worked,2005-08-19,2005.0,8b
Isabelle Faus,23rd Oct 2020,8c+/9a,Emasculator,8b+,23-10-2020,Boulder,worked,2020-10-23,2020.0,8b+
Ed Drummond,1975,,Embankment 3,e3,19-11-1975,Boulder,,1975-11-19,1975.0,6b+
Kim Marschner,,,Embrace Gravity,8b+,,Boulder,worked,,,8b+
Nicolai Užnik,16th Mar 2023,,Emotional Landscapes,8c+,16-03-2023,Boulder,worked,2023-03-16,2023.0,8c+
Marco Müller,Oct 2023,,Empainada,8b+,19-10-2023,Deep Water Solo,worked,2023-10-19,2023.0,8b+
Evelyn Dearlove,,,Enchantress,7c,,Boulder,worked,,,7c
Bob Hickish,15th Sep 2011,,Endeavour,8c,15-09-2011,Lead,worked,2011-09-15,2011.0,8c
Andy Earl,2004,,Endless Flight Direct,e8,19-11-2004,Lead,worked,2004-11-19,2004.0,8a+
John Gaskins,Oct 2005,,Endless Nameless,8b,19-10-2005,Boulder,worked,2005-10-19,2005.0,8b
Stephan Vogt,23rd Jun 2023,,End Of Story,8c+,23-06-2023,Boulder,worked,2023-06-23,2023.0,8c+
Dan Varian,Jun 2012,,End Sequence,8b,19-06-2012,Boulder,worked,2012-06-19,2012.0,8b
Ned Feehally,11th Aug 2013,,Enemy Anemone,8b,11-08-2013,Boulder,worked,2013-11-08,2013.0,8b
Molly Thompson-Smith,13th Nov 2024,,Entwash,8a,13-11-2024,Boulder,worked,2024-11-13,2024.0,8a
Noé Looser,4th Aug 2024,,Erntezeit,8c,04-08-2024,Lead,worked,2024-04-08,2024.0,8c
Daniel Woods,19th Jul 2018,,Eskimo Brothers,8b,19-07-2018,Boulder,flash,2018-07-19,2018.0,8b
Chris Savage,2nd Nov 2009,,Espacio Oceano,8c+,02-11-2009,Lead,worked,2009-02-11,2009.0,8c+
Lucy Mitchell,25th Mar 2024,,Et Dieu Créa Houellebecq,8a,25-03-2024,Lead,flash,2024-03-25,2024.0,8a
Dave Graham,20th Apr 2022,8C+,Euclase,8c+,20-04-2022,Boulder,worked,2022-04-20,2022.0,8c+
Wendy Coles,,,Eurofighter,8b,,Lead,worked,,,8b
Jonathan Siegrest,18th May 2022,9b,Event Horizon,9b,18-05-2022,Lead,worked,2022-05-18,2022.0,9b
Andy Lamb,Feb 2024,,Event Horizon,8c+,19-02-2024,Boulder,worked,2024-02-19,2024.0,8c+
Chris Sharma,,,Evilution To The Lip,7c+,,Boulder,worked,,,7c+
Stefano Ghisolfi,3rd Feb 2023,9b+,Excalibur,9b+,03-02-2023,Lead,worked,2023-03-02,2023.0,9b+
James Pearson,2012,,Excalibur,8c+,19-11-2012,Lead,worked,2012-11-19,2012.0,8c+
Dani Fuertes,Oct 2022,,Excelsior,9a+,19-10-2022,Lead,worked,2022-10-19,2022.0,9a+
Alexis Perry,6th Mar 2016,,Exclamation Mark,e9,06-03-2016,Lead,worked,2016-06-03,2016.0,8b
Pete Gomersall,1985,,Exponential Exhaustion,e7,19-11-1985,Lead,worked,1985-11-19,1985.0,7c+
Rhoslyn Frugtniet,11th Aug 2018,,Face De Rat,8a+,11-08-2018,Lead,flash,2018-11-08,2018.0,8a+
Pete Livesey,Oct 1971,,Face Route,e3,19-10-1971,Lead,worked,1971-10-19,1971.0,6b+
Molly Thompson-Smith,13th Nov 2024,,Fake Pamplemousse,8a,13-11-2024,Boulder,worked,2024-11-13,2024.0,8a
Sam Rothstein,3rd Mar 2024,,Fallen Angel,8b+,03-03-2024,Boulder,worked,2024-03-03,2024.0,8b+
Cédric Lachat,May 2023,,Fantasia,9b,19-05-2023,Lead,worked,2023-05-19,2023.0,9b
Adam Ondra,1st Oct 2023,,Fantazija,9a+,01-10-2023,Lead,worked,2023-01-10,2023.0,9a+
Iain Small,,,Farewell To Arms,e8,,Lead,worked,,,8a+
Mark Edwards,1993,,Farewell To Stone,e5,19-11-1993,Lead,,1993-11-19,1993.0,7a+
Loïc Zehani,24th Nov 2023,,Faster And More Furious,9a+,24-11-2023,Lead,worked,2023-11-24,2023.0,9a+
Delaney Miller,19th Sep 2024,,Fat Camp,9a,19-09-2024,Lead,worked,2024-09-19,2024.0,9a
John Bachar,1985,,Father Figure,7c+,19-11-1985,Solo,worked,1985-11-19,1985.0,7c+
Crispin Waddy,8th Sep 1986,,Fathoms,6b,08-09-1986,Deep Water Solo,onsight,1986-08-09,1986.0,6b
Nia Fletcher,11th Mar 2018,,Fat Lady,8a+,11-03-2018,Boulder,worked,2018-11-03,2018.0,8a+
Will Smith,11th Oct 2017,,Fat Lip Sds,8b,11-10-2017,Boulder,worked,2017-11-10,2017.0,8b
Seb Grieve,3rd Dec 1997,,Fat Slapper,e7,03-12-1997,Lead,worked,1997-03-12,1997.0,7c+
Pat Littlejohn,16th May 1986,,Fay,e4,16-05-1986,Lead,,1986-05-16,1986.0,6c+
Mike Weeks,1999,,Feeding The Pony,e8,19-11-1999,Lead,worked,1999-11-19,1999.0,8a+
Ian Parnell,1996,,Feed Your Head (eclipsed),e7,19-11-1996,Solo,worked,1996-11-19,1996.0,7c+
Peter Biven,,,Ferryboat Highway,hvs,,Solo,,,,5b
Dave Bailey,25th Jan 1978,,Fiddler On The Dole,e1,25-01-1978,Lead,onsight,1978-01-25,1978.0,5c
Ben Moon,20th Jun 2020,,Fifth Dimension,8b+,20-06-2020,Lead,worked,2020-06-20,2020.0,8b+
Alex Megos,14th Aug 2016,,Fight Club,9b,14-08-2016,Lead,worked,2016-08-14,2016.0,9b
Dave MacLeod,Sep 2012,,Fight The Feeling,9a,19-09-2012,Lead,worked,2012-09-19,2012.0,9a
Ben Heason,5th Nov 2003,,Final Destination,e8,05-11-2003,Lead,worked,2003-05-11,2003.0,8a+
Neil Gresham,Sep 2020,,Final Score,e10,19-09-2020,Lead,worked,2020-09-19,2020.0,8b+
Danielle Abbey,25th Feb 2021,,Fine Beta,7c,25-02-2021,Boulder,worked,2021-02-25,2021.0,7c
Steve McClure,8th Jul 2010,,Finest Pedigree,9a+,08-07-2010,Boulder,worked,2010-08-07,2010.0,9a+
Sera Gearhart,30th Dec 2023,,Fingerslut,8b,30-12-2023,Lead,worked,2023-12-30,2023.0,8b
Dave Redpath,20th May 2007,,Fire Power,8b,20-05-2007,Lead,worked,2007-05-20,2007.0,8b
Ned Feehally,12th Sep 2020,,Firestarter,8b+,12-09-2020,Boulder,worked,2020-12-09,2020.0,8b+
Julian Lines,Aug 1995,,Firestone,e7,19-08-1995,Boulder,,1995-08-19,1995.0,7c+
Adam Ondra,5th Jul 2018,,First Flight,8c+,05-07-2018,Lead,onsight,2018-05-07,2018.0,8c+
Steve McClure,Sep 2020,,Fixation,8c+,19-09-2020,Lead,worked,2020-09-19,2020.0,8c+
Andy Pollitt,1983,,Flash Dance,e5,19-11-1983,Lead,worked,1983-11-19,1983.0,7a+
Julian Lines,22nd Aug 2004,,Flawless,e8,22-08-2004,Lead,worked,2004-08-22,2004.0,8a+
Alex Barrows,17th Aug 2024,,Fleeting Youth,8c+,17-08-2024,Boulder,worked,2024-08-17,2024.0,8c+
Niall Grimes,1992,,Flesh,e5,19-11-1992,Boulder,,1992-11-19,1992.0,7a+
Molly Thompson-Smith,19th Mar 2022,,Flick Of The Wrist,7c+,19-03-2022,Boulder,flash,2022-03-19,2022.0,7c+
Simon Jones,11th Apr 1994,,Flight Of Ideas,e6,11-04-1994,Lead,worked,1994-11-04,1994.0,7b+
Mia Stacey,19th Feb 2015,,Flix Flax,8a+,19-02-2015,Lead,worked,2015-02-19,2015.0,8a+
Chevy Crespo,,,Flor De Papel,8c,,Lead,worked,,,8c
Eli Hardie Howes,5th May 2017,,Florida,8c,05-05-2017,Lead,worked,2017-05-05,2017.0,8c
Holly Murray,29th Sep 2020,,Flow,8a+,29-09-2020,Lead,worked,2020-09-29,2020.0,8a+
Franco Cookson,13th Apr 2014,,Fly Agaric,e8,13-04-2014,Lead,worked,2014-04-13,2014.0,8a+
Claire Bell,Apr 2002,,Flying Marcel,8a,19-04-2002,Boulder,worked,2002-04-19,2002.0,8a
Jerry Moffatt,15th Jul 1983,,Foil,e3,15-07-1983,Solo,repeat,1983-07-15,1983.0,6b+
Barnaby Ventham,15th Jun 2014,,Font Blues,8b,15-06-2014,Boulder,worked,2014-06-15,2014.0,8b
Eric Hörst,Between 1st Apr 1981 and 30th Apr 1981,,Foops,6c+,,Lead,worked,,,6c+
Pete Livesey,19th Apr 1974,,Footless Crow,e6,19-04-1974,Lead,worked,1974-04-19,1974.0,7b+
Eric Jerome,7th Oct 2022,8B+/8C,Forever Endeavor,8c,07-10-2022,Boulder,worked,2022-07-10,2022.0,8c
Shauna Coxsey,5th Nov 2023,,Forever More Sds,8a+,05-11-2023,Boulder,worked,2023-05-11,2023.0,8a+
Jesse Dufton,2020,,Forked Lightning Crack,e2,19-11-2020,Lead,onsight,2020-11-19,2020.0,6a+
Andy Pollitt,29th Apr 1984,,For Whom The Bell Tolls,e6,29-04-1984,Lead,worked,1984-04-29,1984.0,7b+
Gordon Lennox,31st May 2022,,Frankenstein,8c+,31-05-2022,Lead,worked,2022-05-31,2022.0,8c+
Matt Helliker,Aug 2024,,Frayed Ends Of Sanity,e8,19-08-2024,Lead,worked,2024-08-19,2024.0,8a+
Tyler Landman,,,Freak Brothers,8a,,Boulder,worked,,,8a
Ben Bransby,1999,,Fred Zinnerman,e6,19-11-1999,Lead,worked,1999-11-19,1999.0,7b+
Al Manson,,,Fred Zinnerman (with Bolt),e4,,Lead,,,,6c+
Lucy Mitchell,9th Apr 2024,,Free Fight Intégral,8c,09-04-2024,Lead,worked,2024-09-04,2024.0,8c
Tom Bolger,21st Feb 2021,9a/9a+,Frenesí,9a,21-02-2021,Lead,worked,2021-02-21,2021.0,9a
Allan Austin,14th Apr 1957,,Frensis Direct,e1,14-04-1957,Lead,,1957-04-14,1957.0,5c
Julian Lines,1992,,Friends Will Be Friends,e6,19-11-1992,Lead,worked,1992-11-19,1992.0,7b+
Mina Leslie-Wujastyk,12th Nov 2009,,Frogger,8a,12-11-2009,Boulder,worked,2009-12-11,2009.0,8a
Micky Page,27th Nov 2010,,From Dirt Grows The Flowers (left),8b+,27-11-2010,Boulder,worked,2010-11-27,2010.0,8b+
Will Perrin,2000,,Fruit Of The Gloom,e6,19-11-2000,Lead,onsight,2000-11-19,2000.0,7b+
Leah Crane,7th Apr 2010,,Fuerte A Muerte,7c+,07-04-2010,Boulder,worked,2010-07-04,2010.0,7c+
Adam Ondra,20th Sep 2009,,Fugu,9a,20-09-2009,Lead,worked,2009-09-20,2009.0,9a
Ben Bransby,Aug 2015,,Full Empire,8c,19-08-2015,Lead,worked,2015-08-19,2015.0,8c
Emma Twyford,22nd Oct 2010,,Fun De Chichunne,8a,22-10-2010,Lead,onsight,2010-10-22,2010.0,8a
Jennifer Wood,10th Nov 2020,,Gaia,8b,10-11-2020,Lead,worked,2020-10-11,2020.0,8b
Kevin Lopata,21st Sep 2012,,Galaxy,8c+,21-09-2012,Lead,worked,2012-09-21,2012.0,8c+
Jessica Pilz,5th Oct 2023,,Gambit,8c+,05-10-2023,Lead,worked,2023-05-10,2023.0,8c+
Daniel Fisher,,,Gandalf The Grey,8b,,Boulder,flash,,,8b
Elias Iagnemma,2nd Feb 2022,,Ganesh,8c+,02-02-2022,Boulder,worked,2022-02-02,2022.0,8c+
Stewart Watson,2012,,Ganesha,8c,19-11-2012,Lead,worked,2012-11-19,2012.0,8c
Orrin Coley,Apr 2022,,Ganymede Takeover Sds,8b,19-04-2022,Boulder,worked,2022-04-19,2022.0,8b
Jankyn Pasquill,1969,,Gates Of Mordor,e3,19-11-1969,Boulder,,1969-11-19,1969.0,6b+
Drew Ruana,2023,,Gateway,8c,19-11-2023,Boulder,worked,2023-11-19,2023.0,8c
Martin Keller,Oct 2023,,Gateway,8c+,19-10-2023,Boulder,worked,2023-10-19,2023.0,8c+
Jimmy Webb,Mar 2019,,Gateway (pre Break),8b+,19-03-2019,Boulder,worked,2019-03-19,2019.0,8b+
Julien Nadiras,,,Gecko,8a+,,Boulder,worked,,,8a+
Vita Lukan,15th Oct 2021,,Géminis,8b+,15-10-2021,Lead,onsight,2021-10-15,2021.0,8b+
Dougie Hall,1984,,General Incompetence,e7,19-11-1984,Lead,worked,1984-11-19,1984.0,7c+
Jerry Moffatt,1983,,Genocide,e6,19-11-1983,Lead,worked,1983-11-19,1983.0,7b+
Mark Hundleby,24th Mar 1999,,Gettin Kinda Squirrelly,e6,24-03-1999,Lead,worked,1999-03-24,1999.0,7b+
Giuliano Cameroni,,,Geyser Sound,8b,,Boulder,worked,,,8b
Diego Cameroni,30th Mar 2019,,Geyser Sound (jump Start),8a,30-03-2019,Boulder,worked,2019-03-30,2019.0,8a
Benn Wheeler,,,Ghost Circles,8b+,,Boulder,worked,,,8b+
Lucy Creamer,1999,,Ghost Train,e6,19-11-1999,Lead,onsight,1999-11-19,1999.0,7b+
Jordana Agapito,7th Sep 2024,,Gigante Pela Propria Natureza,8c,07-09-2024,Lead,worked,2024-07-09,2024.0,8c
Adam Ondra,20th Jul 2016,,Gimmel Express,8c+,20-07-2016,Lead,onsight,2016-07-20,2016.0,8c+
Dave MacLeod,24th Mar 2016,,Gimme That Swing,8b,24-03-2016,Boulder,worked,2016-03-24,2016.0,8b
Ken Palmer,2000,,Ginger Pom,7c,19-11-2000,Lead,worked,2000-11-19,2000.0,7c
Adam Lincoln,18th Apr 2023,,Ginourmous,e8,18-04-2023,Lead,worked,2023-04-18,2023.0,8a+
Craig Smith,25th Jun 1986,,Gin Palace,7c,25-06-1986,Lead,worked,1986-06-25,1986.0,7c
Florian Schmalzl,15th Dec 2017,,Gioia Stand,8b,15-12-2017,Boulder,flash,2017-12-15,2017.0,8b
Nico Pelorson,Sep 2023,,Girafunk,8b,19-09-2023,Boulder,worked,2023-09-19,2023.0,8b
Will Bosi,Sep 2023,,Giuliano,8b,19-09-2023,Boulder,worked,2023-09-19,2023.0,8b
Richard Broomhead,27th Jun 2002,,Glacial Point,e4,27-06-2002,Lead,worked,2002-06-27,2002.0,6c+
Mike Robertson,1998,,Gluteas Maximus,7a+,19-11-1998,Lead,,1998-11-19,1998.0,7a+
Rachel Carr,,,God Save My Finger,8a,,Boulder,worked,,,8a
Guy Percival,26th Nov 1999,,God The Rock,e8,26-11-1999,Lead,worked,1999-11-26,1999.0,8a+
Tom Peckitt,,,Godzilla,8a,,Boulder,worked,,,8a
Iain Small,,,Go Hard Go Early,e8,,Lead,worked,,,8a+
Toby Saxton,28th Jul 2017,,Golden Daze,8c,28-07-2017,Boulder,worked,2017-07-28,2017.0,8c
Jan Hojer,25th Jul 2015,,Golden Gate,8b,25-07-2015,Boulder,flash,2015-07-25,2015.0,8b
Bill Wayman,28th Oct 1982,,Gold Rush,e6,28-10-1982,Lead,worked,1982-10-28,1982.0,7b+
Graham Hoey,,,Goliaths Groove,hvs,,Lead,worked,,,5b
Silvia Fitzpatrick,,,Golpe De Calor,8b,,Lead,worked,,,8b
Prudence Morgan-Wood,13th Feb 2024,,Golpe De Gas,8b,13-02-2024,Lead,worked,2024-02-13,2024.0,8b
Simon Jones,24th Apr 1994,,Gom Jabbar,e8,24-04-1994,Lead,worked,1994-04-24,1994.0,8a+
Simon Nadin,May 1987,,Gonads,8a+,19-05-1987,Lead,worked,1987-05-19,1987.0,8a+
Dave Cuthbertson,1982,,Gone With The Wind,e7,19-11-1982,Lead,worked,1982-11-19,1982.0,7c+
Glenda Huxter,9th Sep 1996,,Goodbye Ruby Tuesday,e5,09-09-1996,Lead,,1996-09-09,1996.0,7a+
Will Bosi,7th Feb 2023,8B,Graceland,8b+,07-02-2023,Boulder,flash,2023-07-02,2023.0,8b+
Vicki Hau,,,Gracias Fina,8a,,Lead,worked,,,8a
Pete Whittaker,5th Jan 2008,,Grandads Slab,e7,05-01-2008,Lead,worked,2008-05-01,2008.0,7c+
Pete Gomersall,,,Grand Alliance,e4,,Lead,onsight,,,6c+
Laura Rogora,28th Feb 2016,,Grandi Gesti,9a,28-02-2016,Lead,worked,2016-02-28,2016.0,9a
Thea Cameron,20th Nov 2019,,Grand Opera,7c+,20-11-2019,Boulder,worked,2019-11-20,2019.0,7c+
Alex Barrows,10th Jan 2019,,Gravity,8b+,10-01-2019,Lead,flash,2019-10-01,2019.0,8b+
Tom Proctor,1975,,Great Arête,e5,19-11-1975,Lead,,1975-11-19,1975.0,7a+
Arthur Dolphin,19th Sep 1943,,Great Western,hvs,19-09-1943,Lead,,1943-09-19,1943.0,5b
Garth Miller,2000,,Grey Area,8c,19-11-2000,Lead,worked,2000-11-19,2000.0,8c
Crispin Waddy,28th Jun 2024,,Grimsvotn,e6,28-06-2024,Lead,worked,2024-06-28,2024.0,7b+
Adam Ondra,15th Aug 2024,,Grizzly,8b,15-08-2024,Boulder,flash,2024-08-15,2024.0,8b
Neil Gresham,31st Aug 1998,,Groove Rider,e7,31-08-1998,Lead,worked,1998-08-31,1998.0,7c+
John Thornton,25th May 2019,,Groovyfied,8c,25-05-2019,Lead,worked,2019-05-25,2019.0,8c
Al Williams,,,G Thang,6b+,,Boulder,worked,,,6b+
Arnis Strapcans,30th Mar 1976,,G.t. Special,e4,30-03-1976,Lead,onsight,1976-03-30,1976.0,6c+
