athlete,country,event,round,discipline,boulder,top,zone
Anze PEHARC,SLO,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,3,3
Anze PEHARC,SLO,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,3
Anze PEHARC,SLO,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,1,1
Anze PEHARC,SLO,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,4,4
Anze PEHARC,SLO,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,3,2
Gregor VEZONIK,SLO,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,3,3
Gregor VEZONIK,SLO,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,2
Gregor VEZONIK,SLO,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,3,1
Gregor VEZONIK,SLO,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,6,6
Gregor VEZONIK,SLO,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,4,1
Aleksey RUBTSOV,RUS,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,2,1
Aleksey RUBTSOV,RUS,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
Aleksey RUBTSOV,RUS,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,1,1
Aleksey RUBTSOV,RUS,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,1,1
Aleksey RUBTSOV,RUS,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,2,2
Jakob SCHUBERT,AUT,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,2,2
Jakob SCHUBERT,AUT,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
Jakob SCHUBERT,AUT,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,1,1
Jakob SCHUBERT,AUT,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,3,3
Jakob SCHUBERT,AUT,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,2,1
Michael PICCOLRUAZ,ITA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,2,2
Michael PICCOLRUAZ,ITA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
Michael PICCOLRUAZ,ITA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,2,1
Michael PICCOLRUAZ,ITA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,3,3
Michael PICCOLRUAZ,ITA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,1,1
Christoph SCHWEIGER,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,3,3
Christoph SCHWEIGER,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
Christoph SCHWEIGER,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,2,2
Christoph SCHWEIGER,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,2,1
Christoph SCHWEIGER,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,5,4
Sean BAILEY,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,4,4
Sean BAILEY,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
Sean BAILEY,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,2,1
Sean BAILEY,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,5,5
Sean BAILEY,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,1,1
Jan HOJER,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,3,3
Jan HOJER,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
Jan HOJER,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,3,1
Jan HOJER,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,2,2
Jan HOJER,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,5,4
Kokoro FUJII,JPN,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,2,2
Kokoro FUJII,JPN,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
Kokoro FUJII,JPN,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,1,1
Kokoro FUJII,JPN,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,9,9
Kokoro FUJII,JPN,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,2,1
Simon LORENZI,BEL,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,4,4
Simon LORENZI,BEL,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
Simon LORENZI,BEL,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,1,1
Simon LORENZI,BEL,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,10,10
Simon LORENZI,BEL,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,1,1
Philipp MARTIN,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,3,2
Philipp MARTIN,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,1
Philipp MARTIN,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,2,1
Philipp MARTIN,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,,10
Philipp MARTIN,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,1,1
Nathaniel COLEMAN,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,1,1
Nathaniel COLEMAN,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,2
Nathaniel COLEMAN,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,,2
Nathaniel COLEMAN,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,6,2
Nathaniel COLEMAN,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,1,1
Tomoaki TAKATA,JPN,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,5,5
Tomoaki TAKATA,JPN,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,2
Tomoaki TAKATA,JPN,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,,1
Tomoaki TAKATA,JPN,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,3,3
Tomoaki TAKATA,JPN,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,4,2
Matthew COUSINS,GBR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,1,1
Matthew COUSINS,GBR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
Matthew COUSINS,GBR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,1,1
Matthew COUSINS,GBR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,2,2
Matthew COUSINS,GBR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,,1
Yannick FLOHÉ,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,3,3
Yannick FLOHÉ,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,2
Yannick FLOHÉ,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,1,1
Yannick FLOHÉ,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,,
Yannick FLOHÉ,GER,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,3,1
Sergii TOPISHKO,UKR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,3,2
Sergii TOPISHKO,UKR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
Sergii TOPISHKO,UKR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,1,1
Sergii TOPISHKO,UKR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,,3
Sergii TOPISHKO,UKR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,3,2
William RIDAL,GBR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,,3
William RIDAL,GBR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
William RIDAL,GBR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,2,1
William RIDAL,GBR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,1,1
William RIDAL,GBR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,4,3
Sascha LEHMANN,SUI,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,2,2
Sascha LEHMANN,SUI,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
Sascha LEHMANN,SUI,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,,2
Sascha LEHMANN,SUI,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,4,4
Sascha LEHMANN,SUI,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,2,1
Nathan PHILLIPS,GBR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,,4
Nathan PHILLIPS,GBR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
Nathan PHILLIPS,GBR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,1,1
Nathan PHILLIPS,GBR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,4,4
Nathan PHILLIPS,GBR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,3,1
Jernej KRUDER,SLO,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,2,2
Jernej KRUDER,SLO,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
Jernej KRUDER,SLO,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,4,1
Jernej KRUDER,SLO,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,3,2
Jernej KRUDER,SLO,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,,1
Nimrod MARCUS,ISR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,,3
Nimrod MARCUS,ISR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
Nimrod MARCUS,ISR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,5,1
Nimrod MARCUS,ISR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,2,2
Nimrod MARCUS,ISR,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,2,2
Ross FULKERSON,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,4,1
Ross FULKERSON,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
Ross FULKERSON,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,2,1
Ross FULKERSON,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,10,10
Ross FULKERSON,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,,1
Stefan FELLNER,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-1,2,1
Stefan FELLNER,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-2,,
Stefan FELLNER,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-3,,1
Stefan FELLNER,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-4,10,10
Stefan FELLNER,USA,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021,Qualification,Boulder • Men,IFSC - Climbing World Cup (B) - Salt Lake City (USA) 2021-Qualification-5,4,4
